Listing_ID,Car_Title,Price_Raw,Source_Platform,Date_Scraped,Mileage_Raw
10382,mazda ranger,1274060.41,Facebook Marketplace,2024-03-14,67755 km
10383,suzuki cr-v,692282.01 php,Facebook Marketplace,2024-03-04,239606 km
10384,honda wigo mt,1543492.78,Toyota Certified Pre-Owned,2024-03-04,179506 km
10385,MITSUBISHI WIGO XLE,594138.97,Honda Cars Pre-Owned,2024-03-26,
10386,Honda Ertga GLX Certified,89881666,OLX,2024-03-18,170890 kms
10387,Isuzu icanto MT,1013670.58,Toyota Certified Pre-Owned,2024-03-27,165642 kms
10388,TOYOTA D-MAX AT,$1203615.95,Local Dealer,2024-03-25,
10389,Isuzu Fortuner,469313.01,Local Dealer,2024-03-05,183493 km
10390,Kia  D-Max  GLX  RUSH,415029.31,AutoDeal,2024-03-24,67795 km
10391,mazda cr-v,1514827.73,Carmudi,2024-03-10,229683 km
10392,Honda BR-V VGT Negoiable,"1668001,50",Local Dealer,2024-03-14,
10393,mazda wigo xle,817463.99,AutoDeal,2024-03-11,200239 km
10394,mazda accent negotiable,307625.76,Honda Cars Pre-Owned,2024-03-26,"124,855 KM"
10395,MITSUBISHI NAVARA MT,$1058610.49,Toyota Certified Pre-Owned,2024-03-03,50835km
10396,MG BR-V URGEN,517146.27,OLX,2024-03-05,
10397,MITSUBISHI CX-5,1426320.25,AutoDeal,2024-03-18,73000 km
10398,MG MU-X MT,1935853.49,SM Auto,2024-03-16,246946 km
10399,HYUNDAI WIGO,65730153,Carmudi,2024-03-09,83217 km
10400,Isuzu  Fortuner,1903833.86,Local Dealer,2024-03-28,6829km
10401,honda mu-x xle,548285.09,Carmudi,2024-03-16,243530 kms
10402,Foton  Vios,$1364620.69,SM Auto,2024-03-24,79562 km
10403,MG Xpander,1221829.44,Toyota Certified Pre-Owned,2024-03-03,115544 km
10404,Geely Navara GLX,1260111.10,Facebook Marketplace,2024-03-14,130397 km
10405,Toyota Navara XLE,0,Honda Cars Pre-Owned,2024-03-15,246471 km
10406,MG  Ranger  Negotiable,385808.57,Local Dealer,2024-03-04,96401 km
10407,Hyundai Tucson,"695298,56",Honda Cars Pre-Owned,2024-03-05,"56,649 KM"
10408,Kia  Fortuner  LE,1102128.52,AutoDeal,2024-03-10,"6,459 KM"
10409,Mazda HR-VLE,1054990.82,Toyota Certified Pre-Owned,2024-03-09,115289 km
10410,Hyundai Amera,1163166.09,Facebook Marketplace,2024-03-16,106323 km
10411,isuzu civic,953877.18,Carmudi,2024-03-01,125171 kms
10412,Chevrolet Xpander Sport,726263.49,Honda Cars Pre-Owned,2024-03-02,230737 km
10413,ISUZU ACCENT,1767256.86,Carmudi,2024-03-03,43071 km
10414,MITSUBISHI ERTIGA SPORT,918068.51,Local Dealer,2024-03-05,113948 km
10415,Gely Accent Nego,1484989.21,SM Auto,2024-03-05,76583km
10416,hyundai accent,$1005537.37,Toyota Certified Pre-Owned,2024-03-06,126399 km
10417,Chevrolet City GLX Certified,1406100.14,Carmudi,2024-03-04,112029 km
10418,MAZDA SPORTAGE AT NEGO,225207.42,Toyota Certified Pre-Owned,2024-03-01,58769 km
10419,Mitsubishi CX-5,1571555.35,AutoDeal,2024-03-14,"204,399 KM"
10420,Foton Montero Sport AT,493749.45,Local Dealer,2024-03-02,118947 km
10421,Nissan R-V,637193.79,Facebook Marketplace,2024-03-24,69570 km
10422,Hyundai Rager Sport,1684503.62,Honda Cars Pre-Owned,2024-03-20,21883 km
10423,SUZUKI MONTERO SPORT LE,1465240.76,AutoDeal,2024-03-27,151761 km
10424,Nissan Innova,1506327.50,SM Auto,2024-03-17,153450 km
10425,Toyota Montero Sport Sport,1506746.92,AutoDeal,2024-03-03,17783 km
10426,mazda xpander,755270.59 php,Honda Cars Pre-Owned,2024-03-19,5418 km
10427,Honda nnova,"1319010,19",AutoDeal,2024-03-10,
10428,foton ertiga xle,851403.20 php,Honda Cars Pre-Owned,2024-03-05,112513 km
10429,Foton Wigo AT Certiied,1602630.19,Facebook Marketplace,2024-03-13,107542 km
10430,MG HR-V LE,167859.93,Toyota Certified Pre-Owned,2024-03-09,80248 km
10431,Toyota Innova,1223145.31,SM Auto,2024-03-12,52896 km
10432,CHEVROLET TUCSON,185458.04,OLX,2024-03-25,186440km
10433,Mitsubishi CX-5,171420.75,Facebook Marketplace,2024-03-11,236512 km
10434,MG FORTUNER,$740540.68,Local Dealer,2024-03-03,224053 km
10435,hyundai picanto preowned,1652249.63,Honda Cars Pre-Owned,2024-03-02,65302km
10436,mg navara urgent,1854907.52,SM Auto,2024-03-16,"59,339 KM"
10437,geely accent,513456.00,Local Dealer,2024-03-20,172384 km
10438,MG XPANDER XLE,1713631.25,Carmudi,2024-03-14,135596 km
10439,MITSUBISHI XPANDER LE,733571.65 php,Toyota Certified Pre-Owned,2024-03-13,23440 km
10440,Kia Fortuner LE,1565440.42,Honda Cars Pre-Owned,2024-03-25,
10441,MITSUBISHI XPANDER SPORT,1347363.53,Honda Cars Pre-Owned,2024-03-17,33725 kms
10442,Mazd Xpander GLX,264833.90,Local Dealer,2024-03-22,154030 km
10443,Toyota Vios,1375469.29 php,Toyota Certified Pre-Owned,2024-03-10,120374 km
10444,nissan mirage glx,1199322.23,Local Dealer,2024-03-05,164465km
10445,Suzuki Picanto,1963895.48,SM Auto,2024-03-16,229954 km
10446,mazda cr-v,670906.64,Local Dealer,2024-03-03,67429 kms
10447,Geely Ranger AT,1740764.67,Local Dealer,2024-03-18,8956 km
10448,kia montero sport,815404.08,Honda Cars Pre-Owned,2024-03-08,
10449,Mazda MU-X URGENT,,Local Dealer,2024-03-18,117586 km
10450,Hyundai Sportage,1858495.16,Carmudi,2024-03-18,205190 km
10451,NISSAN HR-V SPORT RUSH,,SM Auto,2024-03-04,233404 km
10452,Hyundai Innova,$678194.99,SM Auto,2024-03-20,158377 km
10453,Geely CR-V LE,317559.88,OLX,2024-03-26,217688 km
10454,Chevrolet rtiga,1621800.91,SM Auto,2024-03-26,
10455,MAZDA HR-V,,Facebook Marketplace,2024-03-22,187321km
10456,Nissan HR-V XLE Nego,1138744.43 php,Local Dealer,2024-03-14,"74,653 KM"
10457,Chevrolet EoSport AT,1928603.97 php,Local Dealer,2024-03-10,161144 km
10458,Toyota Mirage,"965964,49",AutoDeal,2024-03-11,126334 km
10459,foton wigo le,691546.52 php,OLX,2024-03-04,572km
10460,HYUNDAI TUCSON XLE,1887856.95,AutoDeal,2024-03-26,165219km
10461,nissan city at,$1032780.94,AutoDeal,2024-03-06,216571 km
10462,Foon Tucson URGENT,792058.59,Carmudi,2024-03-22,52690 km
10463,Suzuki Xpander,1028245.35,Local Dealer,2024-03-21,89820 km
10464,CHEVROLET ACCENT MT,862608.55,OLX,2024-03-23,243668 km
10465,suzuki tucson glx,627628.74,Local Dealer,2024-03-13,
10466,Geely D-Mx GLX,1054684.01,Honda Cars Pre-Owned,2024-03-19,100966 km
10467,Isuzu Vios AT URGENT,971470.78,OLX,2024-03-19,124812km
10468,Toyota Xpander RUSH,1294258.49,AutoDeal,2024-03-14,24691 km
10469,Mitsubihi Navara GXL,1593675.98 php,Facebook Marketplace,2024-03-10,230853 km
10470,Ford Mirage,1621104.38,AutoDeal,2024-03-26,63965 km
10471,Kia BR-V GXL,937448.29,Honda Cars Pre-Owned,2024-03-19,
10472,Nissan  Innova  Certified,1387670.21,Honda Cars Pre-Owned,2024-03-26,218077 km
10473,hyundai cx-5,$1823612.98,Local Dealer,2024-03-10,82510 km
10474,Foton Almera RUSH,809589.02,Toyota Certified Pre-Owned,2024-03-24,82611 km
10475,Suzuki Picanto,1368194.08,Facebook Marketplace,2024-03-05,37669 km
10476,CHEVROLET ALMERA,$597023.19,SM Auto,2024-03-24,"6,010 KM"
10477,Chevrolet Mirage L,1137980.82,Facebook Marketplace,2024-03-23,107669 kms
10478,MG D-Max XL,1643387.34,SM Auto,2024-03-11,27136 km
10479,suzuki tucson,489304.52,OLX,2024-03-25,119583 km
10480,MG MIRAGE,"341378,19",SM Auto,2024-03-23,26151 km
10481,SUZUKI ECOSPORT,1875636.63,SM Auto,2024-03-15,
10482,GEELY WIGO GLX,975431.46,Toyota Certified Pre-Owned,2024-03-07,106689 km
10483,Mazda Alera RUSH,,AutoDeal,2024-03-18,90817 kms
10484,Mazda Xpander XLE,1159957.56,SM Auto,2024-03-22,"68,405 KM"
10485,hyundai tucson glx,686832.05,AutoDeal,2024-03-01,"21,340 KM"
10486,MITSUBISHI CX-5 VGT URGENT,,SM Auto,2024-03-01,
10487,ISUZU RANGER,916146.75 php,Honda Cars Pre-Owned,2024-03-17,239164km
10488,Nissan  Xpander  GXL  URGENT,1679153.76,Toyota Certified Pre-Owned,2024-03-05,153717 km
10489,MG  D-Max  Sport  Nego,699463.54,Toyota Certified Pre-Owned,2024-03-19,5823 km
10490,Chevrolet Ertiga,"1757340,35",Carmudi,2024-03-05,113573 km
10491,MITSUBISHI ALMERA MT,1553023.18,AutoDeal,2024-03-21,156350 kms
10492,SUZUKI MONTERO SPORT PREOWNED,457280.36,Local Dealer,2024-03-17,
10493,Foton Navara Preowned,1476615.57,Honda Cars Pre-Owned,2024-03-06,
10494,Mazda  HR-V  Negotiable,715283.60,Carmudi,2024-03-19,109428 km
10495,kia xpander,,SM Auto,2024-03-02,107086 km
10496,suzuki ecosport nego,1679027.47,SM Auto,2024-03-12,136838km
10497,FORD MU-X LE,1017396.40,AutoDeal,2024-03-15,27272 km
10498,Kia D-Max XLE,159720203,Carmudi,2024-03-14,30943 kms
10499,Foton Almera,1744195.22,SM Auto,2024-03-06,144554 km
10500,Hyundai Civic AT,1907636.72 php,SM Auto,2024-03-06,219024 km
10501,kia picanto,1338024.04 php,Carmudi,2024-03-11,121580 km
10502,GEELY D-MAX LE PREOWNED,1450703.79,SM Auto,2024-03-19,158686 km
10503,Ford Tucson,305175.31,SM Auto,2024-03-09,167943 km
10504,KIA SPORTAGE,1523208.65 php,Carmudi,2024-03-24,6827 km
10505,Geely Almera NEGO,519868.36,OLX,2024-03-07,"174,312 KM"
10506,mg cr-v vgt rush,$1802290.78,AutoDeal,2024-03-08,247720km
10507,Mitsubishi Accent RUSH,,AutoDeal,2024-03-20,
10508,Toyota Ertiga XLE,"1544137,57",Carmudi,2024-03-18,171724 kms
10509,FOTON FORTUNER AT URGENT,$594890.57,Facebook Marketplace,2024-03-10,125913 kms
10510,Chevrolet Montero Sport XLE Negotiable,1382174.38,Carmudi,2024-03-17,132775 kms
10511,suzuki civic gl nego,1790506.05,Carmudi,2024-03-02,115234km
10512,foton mu-x at,865303.65,Carmudi,2024-03-22,"209,519 KM"
10513,ISUZU FORTUNER,1537079.50,AutoDeal,2024-03-28,"7,558 KM"
10514,Nissan Navara,576701.82,AutoDeal,2024-03-09,188572 km
10515,NISSAN PICANTO,1415092.39,Carmudi,2024-03-04,68803 km
10516,MG Ertiga,,Facebook Marketplace,2024-03-06,120929 km
10517,Foton Ecoport VGT Nego,1997854.08,Facebook Marketplace,2024-03-03,120683 km
10518,Mitsubishi Picanto Sport,162044634,SM Auto,2024-03-12,241536 km
10519,foton ertiga gxl rush,1624929.23,AutoDeal,2024-03-20,"238,639 KM"
10520,MG Innova LE,"1951995,90",Toyota Certified Pre-Owned,2024-03-17,98300 km
10521,nissan cx-5,625807.73,Honda Cars Pre-Owned,2024-03-07,236033 km
10522,mitsubishi wigo sport,1781826.70,Local Dealer,2024-03-24,74698 km
10523,honda vios,$832142.36,Local Dealer,2024-03-17,66021 km
10524,Foton Mirage GLX,1831637.56,AutoDeal,2024-03-27,202062 km
10525,ISUZU RANGER VGT PREOWNED,949454.91 php,Carmudi,2024-03-16,159828 km
10526,MGCX-5,1945886.59,Carmudi,2024-03-26,218563 km
10527,mitsubishi d-max,117336588,Honda Cars Pre-Owned,2024-03-10,95845 km
10528,ISUZU CIVIC,1999353.09,OLX,2024-03-07,
10529,foton wigo rush,,Honda Cars Pre-Owned,2024-03-17,148483 km
10530,Toyta City GXL,325456.13,Facebook Marketplace,2024-03-22,15495 km
10531,honda accent sport,"1215300,02",Carmudi,2024-03-23,165054 km
10532,Toyota  BR-V,"1057297,53",OLX,2024-03-13,
10533,mazda montero sport,1135932.73,AutoDeal,2024-03-14,56538 km
10534,toyota montero sport,476537.16,Honda Cars Pre-Owned,2024-03-07,211253 km
10535,MAZDA HR-V,634768.56,Facebook Marketplace,2024-03-23,88309 kms
10536,Honda  City  GLX,444362.92,Facebook Marketplace,2024-03-12,"81,019 KM"
10537,FOTON CITY NEGOTIABLE,174217.91,Honda Cars Pre-Owned,2024-03-05,61246 km
10538,kia xpander le nego,139758884,SM Auto,2024-03-08,163016 kms
10539,Suzuki  Accent  MT,$752672.47,OLX,2024-03-03,76159 kms
10540,Honda Sportage,$896267.86,Honda Cars Pre-Owned,2024-03-20,26259 km
10541,TOYOTA MONTERO SPORT,286106.24,Facebook Marketplace,2024-03-21,185286 km
10542,FORD HR-V GLX,567563.32,OLX,2024-03-22,
10543,foton wigo gl,803737.08,SM Auto,2024-03-23,
10544,Ford Montero Sport XLE,$1078507.51,Honda Cars Pre-Owned,2024-03-23,169200 km
10545,ford ecosport glx,611752.57,SM Auto,2024-03-28,34901 km
10546,toyota d-max,$683821.37,Facebook Marketplace,2024-03-10,90796 km
10547,HYUNDAI ECOSPORT,1445732.08,Carmudi,2024-03-07,63092 km
10548,chevrolet br-v negotiable,389267.09,SM Auto,2024-03-08,246268 km
10549,Geely Ranger,1909553.68 php,Toyota Certified Pre-Owned,2024-03-01,
10550,kia montero sport,890319.01,Toyota Certified Pre-Owned,2024-03-05,239780 km
10551,MG Innova URGENT,739481.69,OLX,2024-03-25,221285 km
10552,Chevrolet Tucson MT,1357233.25,OLX,2024-03-03,51856 km
10553,kia cr-v,888702.31,Honda Cars Pre-Owned,2024-03-26,237481 km
10554,Ford Ranger,1069507.43,OLX,2024-03-27,165978 km
10555,Foton Navara,122510568,Carmudi,2024-03-14,84657km
10556,hyundai ertiga xle,1416400.06 php,Local Dealer,2024-03-10,116834 km
10557,Toyota Almera,"1066762,22",Honda Cars Pre-Owned,2024-03-17,143362 kms
10558,MAZDA HR-V,1276548.52,Facebook Marketplace,2024-03-12,89102 kms
10559,kia tucson at,895338.15,Carmudi,2024-03-25,78298 km
10560,Foton Sportage GXL,1599826.12,Toyota Certified Pre-Owned,2024-03-02,171195 km
10561,Nissan Mirage NEGO,1012718.26 php,Carmudi,2024-03-19,155898 km
10562,nissan wigo,$1278861.83,AutoDeal,2024-03-22,151300 km
10563,Hyundai FortunerSport,1364271.50,Carmudi,2024-03-15,245075km
10564,Suzuki Fortuner Nego,"626822,93",SM Auto,2024-03-04,2701 km
10565,kia innova,1853157.41,Carmudi,2024-03-14,149066 km
10566,Isuzu Sportage,1148223.97,Local Dealer,2024-03-13,92036km
10567,hyundai hr-v,369449.92,OLX,2024-03-12,187693 km
10568,CHEVROLET CR-V GXL,1753636.60,Honda Cars Pre-Owned,2024-03-23,131757km
10569,chevrolet hr-v glx urgent,926097.74,Local Dealer,2024-03-19,208364 km
10570,Geely Xpander GXL,1468342.68 php,OLX,2024-03-22,109570 km
10571,KIA CX-5,1859981.79,Local Dealer,2024-03-17,226224 km
10572,suzuki tucson sport,317269.08,Toyota Certified Pre-Owned,2024-03-15,196241 km
10573,Suzuki  City,504722.70,Honda Cars Pre-Owned,2024-03-26,123168 km
10574,GEELY MIRAGE,1978266.88,Honda Cars Pre-Owned,2024-03-07,27533 kms
10575,FORD TUCSON LE,41389817,Facebook Marketplace,2024-03-15,138888 km
10576,Mitsubishi  Civic  URGENT,$979966.36,Facebook Marketplace,2024-03-06,71185 km
10577,Ford Civic,476376.34,Toyota Certified Pre-Owned,2024-03-26,185696 kms
10578,Kia  BR-V,1366364.10,Honda Cars Pre-Owned,2024-03-28,63104 km
10579,Kia Wigo,1942377.62,Carmudi,2024-03-24,28205 km
10580,FORD ECOSPORT MT,0,Carmudi,2024-03-11,164373km
10581,Ford Vios GLX Negotiable,"877069,65",Toyota Certified Pre-Owned,2024-03-15,159167 km
10582,ISUZU ALMERA MT,229609.90,OLX,2024-03-08,70260 kms
10583,Mitsubishi Nvara,183422120,Honda Cars Pre-Owned,2024-03-07,106448km
10584,suzuki picanto gl,371640.90,OLX,2024-03-13,247763km
10585,geely cr-v vgt,1108893.95,Facebook Marketplace,2024-03-27,89327 kms
10586,nissan innova,41981300,Carmudi,2024-03-28,93498 km
10587,Honda Mirage,1301878.95,SM Auto,2024-03-22,96047 km
10588,Isuzu Wigo,894323.97 php,OLX,2024-03-17,133561 kms
10589,CHEVROLET CX-5,1327900.04 php,Facebook Marketplace,2024-03-23,
10590,Geely Accent GLX,1704239.05,AutoDeal,2024-03-19,23822 km
10591,kia tucson xle,151315970,Facebook Marketplace,2024-03-02,25426 km
10592,HYUNDAI INNOVA,754749.53,Carmudi,2024-03-01,23914 km
10593,isuzu city,708535.61 php,Facebook Marketplace,2024-03-16,10665 km
10594,MAZDA D-MAX CERTIFIED,"291308,76",OLX,2024-03-14,150603 km
10595,Isuzu  Ertiga  GLX,1423983.82,OLX,2024-03-15,92991 km
10596,Ki Navara,1888136.10,OLX,2024-03-23,"92,019 KM"
10597,Honda BR-V,1370746.99,Facebook Marketplace,2024-03-15,153605 kms
10598,Toyota CX-5,1505322.09,Toyota Certified Pre-Owned,2024-03-11,4014 km
10599,MITSUBISHI D-MAX,1674074.76,Local Dealer,2024-03-27,124652 km
10600,MG Picanto Sport,"1070906,34",Honda Cars Pre-Owned,2024-03-01,214717km
10601,Kia  MU-X,$1740882.68,Local Dealer,2024-03-20,100741 km
10602,Mitsubishi Mirage LE,1498105.54 php,AutoDeal,2024-03-15,125120km
10603,Nissan HR-V Sport Nego,359059.92,Carmudi,2024-03-14,155062 km
10604,Kia Wigo XLE,1874219.70 php,Carmudi,2024-03-11,238165 km
10605,Honda CR-V GL,$328065.56,SM Auto,2024-03-03,136279km
10606,GEELY MONTERO SPORT SPORT,571165.79,Carmudi,2024-03-03,102043 km
10607,Kia Picanto,1713605.21,Honda Cars Pre-Owned,2024-03-28,120635km
10608,Mitsubishi EcoSport GXL,1242562.72 php,Toyota Certified Pre-Owned,2024-03-10,58647 kms
10609,foton mu-x,841093.27 php,Local Dealer,2024-03-05,
10610,mazda montero sport,1955275.77,Honda Cars Pre-Owned,2024-03-20,133884 kms
10611,Foton Almera,1224875.61,AutoDeal,2024-03-03,151402km
10612,Toyota Fortuner GL,1115962.34,AutoDeal,2024-03-04,244491 km
10613,foton city gxl rush,466102.00,OLX,2024-03-13,628 km
10614,mg mu-x,194496479,Carmudi,2024-03-24,29785 km
10615,Nissan  Wigo  MT,1668623.26,SM Auto,2024-03-17,146863 km
10616,ford mu-x vgt,473927.09 php,Local Dealer,2024-03-05,120602 km
10617,Suzuki Innova Sport,1672161.73,SM Auto,2024-03-09,"240,332 KM"
10618,foton cx-5,0,Facebook Marketplace,2024-03-01,119454 km
10619,Honda  Ranger  Sport  Certified,0,Honda Cars Pre-Owned,2024-03-23,33223 km
10620,Kia Civic MT,1055833.70,AutoDeal,2024-03-20,128584 km
10621,Isuzu CR-V LE,1723504.29,Carmudi,2024-03-08,
10622,ford almera rush,976077.08,Carmudi,2024-03-14,189034 km
10623,FOTON MONTERO SPORT NEGO,,SM Auto,2024-03-06,197296 km
10624,Mazda  Mirage  VGT,857044.45 php,Honda Cars Pre-Owned,2024-03-15,184875 km
10625,mg cr-v xle preowned,1900781.58 php,Honda Cars Pre-Owned,2024-03-13,54237 km
10626,MAZDA BR-V XLE NEGOTIABLE,"1829619,00",Local Dealer,2024-03-14,28038km
10627,KIA CR-V,"358958,72",AutoDeal,2024-03-22,
10628,Mazda  EcoSport  XLE,$301955.67,SM Auto,2024-03-09,26562 km
10629,Geely Civic GXL Ngotiable,1329207.46,SM Auto,2024-03-27,5857 km
10630,kia accent urgent,,SM Auto,2024-03-07,151454 km
10631,Toyota Accent Sport,"845112,90",AutoDeal,2024-03-19,709 KM
10632,Suzuki CR-V URGENT,689619.41,Toyota Certified Pre-Owned,2024-03-22,"35,503 KM"
10633,mg ecosport,"890366,65",SM Auto,2024-03-09,
10634,Isuzu  Wigo,899994.28,OLX,2024-03-19,64079 kms
10635,NISSAN TUCSON LE,1568203.30,Carmudi,2024-03-03,"232,861 KM"
10636,Hoda HR-V,957390.67,Toyota Certified Pre-Owned,2024-03-11,209880 km
10637,Suzuki Ertia LE,1266949.94,SM Auto,2024-03-27,
10638,MAZDA PICANTO GXL CERTIFIED,1811328.92,Carmudi,2024-03-03,145191 km
10639,isuzu ranger vgt,,SM Auto,2024-03-02,205860km
10640,nissan cr-v at negotiable,1745455.93,Facebook Marketplace,2024-03-28,199994 kms
10641,mitsubishi ranger,857547.57,OLX,2024-03-17,137603 km
10642,Nissan CX5,0,Toyota Certified Pre-Owned,2024-03-20,35282 kms
10643,MITSUBISHI MIRAGE,,Toyota Certified Pre-Owned,2024-03-08,136826 km
10644,chevrolet montero sport at,165485935,Facebook Marketplace,2024-03-06,43721km
10645,Nissan Picanto AT,810169.10,AutoDeal,2024-03-01,178526 km
10646,hyundai vios urgent,1764519.92,Facebook Marketplace,2024-03-20,159994 km
10647,Chevrolet Ranger,1862053.86,Carmudi,2024-03-21,206777 km
10648,CHEVROLET MIRAGE,185192.37,Toyota Certified Pre-Owned,2024-03-13,"105,707 KM"
10649,toyota ecosport,510667.46,Toyota Certified Pre-Owned,2024-03-10,87949 km
10650,geely ranger at,$1931628.15,OLX,2024-03-02,217533 km
10651,Isuz Almera Sport,$1444074.83,SM Auto,2024-03-27,144027 km
10652,ISUZU VIOS,191093268,OLX,2024-03-01,151420 km
10653,Kia Vios GLX,,SM Auto,2024-03-11,157169 km
10654,Hyundai MU-X,"1967003,51",SM Auto,2024-03-28,62701 km
10655,Ford Tucson AT Certified,1251591.62,Local Dealer,2024-03-03,123003 km
10656,isuzu ertiga,1058697.60,SM Auto,2024-03-15,121407 km
10657,honda br-v,567522.37,Local Dealer,2024-03-19,226182 km
10658,Suzuki CX-5 GLX,1427809.52,Toyota Certified Pre-Owned,2024-03-12,245272 km
10659,Ford Cty,650550.59 php,SM Auto,2024-03-15,208612 km
10660,Hyundai Wigo URGENT,1565779.94,OLX,2024-03-21,42798 km
10661,Toyota BR-V T,1782857.94,SM Auto,2024-03-26,72594 km
10662,chevrolet navara glx,57764486,Local Dealer,2024-03-18,
10663,Frd Tucson Sport Nego,1563621.77,Honda Cars Pre-Owned,2024-03-12,65301 km
10664,Nissan Montero Sport,1133159.82,Local Dealer,2024-03-01,97440 km
10665,kia navara rush,$1319203.95,Toyota Certified Pre-Owned,2024-03-08,"131,332 KM"
10666,HYUNDAI TUCSON XLE,1678259.95,AutoDeal,2024-03-03,193300 km
10667,Hond Xpander,1105675.63,Toyota Certified Pre-Owned,2024-03-05,36894 km
10668,KIA MU-X GXL,310073.58 php,Toyota Certified Pre-Owned,2024-03-17,119589 km
10669,Kia MU-X,$520614.12,SM Auto,2024-03-23,
10670,ford montero sport gxl,$1454970.95,Local Dealer,2024-03-11,60433km
10671,GEELY MONTERO SPORT PREOWNED,479532.88 php,OLX,2024-03-17,248256 km
10672,SUZUKI MIRAGE,1415608.70 php,OLX,2024-03-17,"22,351 KM"
10673,Hoda Tucson VGT NEGO,,Local Dealer,2024-03-26,"67,862 KM"
10674,mitsubishi ranger,529742.13 php,AutoDeal,2024-03-03,35151 km
10675,Nissan Vios NEGO,1373318.30,Toyota Certified Pre-Owned,2024-03-02,9806 km
10676,Szuki Ertiga,930029.15,Carmudi,2024-03-05,233613 km
10677,Mazda Navara AT,1007561.92,AutoDeal,2024-03-11,69043 km
10678,geely cx-5 at,,Honda Cars Pre-Owned,2024-03-07,38248km
10679,ford tucson certified,1420250.50,OLX,2024-03-05,52791 km
10680,Mitsubishi Fortuner,1356230.93,AutoDeal,2024-03-25,
10681,Nisan Wigo,1307817.49,OLX,2024-03-18,74424 km
10682,honda accent gl,,AutoDeal,2024-03-09,238992 km
10683,Geely D-Max Sport,1592241.73,Local Dealer,2024-03-14,84469 km
10684,Mitsubishi CR-V Preowned,$937741.16,SM Auto,2024-03-02,74896 kms
10685,Mitsubishi MU-X,"1455918,09",OLX,2024-03-25,"62,940 KM"
10686,Ford Frtuner MT URGENT,847687.05,SM Auto,2024-03-12,138858 km
10687,ISUZU CITY,1256524.18,Honda Cars Pre-Owned,2024-03-08,69428 km
10688,suzuki tucson mt,789957.48,Honda Cars Pre-Owned,2024-03-04,117551 km
10689,MG MU-X GXL,440077.55,Local Dealer,2024-03-17,
10690,Chevrolet Innova LE,458891.68,Facebook Marketplace,2024-03-16,26597 km
10691,Geely Fortuner Spot,"1549145,06",Toyota Certified Pre-Owned,2024-03-18,19557km
10692,MG WIGO XLE,374282.77,Toyota Certified Pre-Owned,2024-03-15,"12,140 KM"
10693,Hyundai  CR-V,"1264801,05",Carmudi,2024-03-06,
10694,geely picanto glx,1517474.90 php,Honda Cars Pre-Owned,2024-03-05,77590 km
10695,Chvrolet CX-5,"903956,34",AutoDeal,2024-03-06,244037 km
10696,Suzuki  Fortuner  XLE,$1473516.02,Toyota Certified Pre-Owned,2024-03-13,208684 km
10697,Toyota Vios,1029419.30,Honda Cars Pre-Owned,2024-03-14,110442km
10698,Mazda  D-Max  AT,1917873.36,OLX,2024-03-18,217173 km
10699,Honda Wio,"369024,24",SM Auto,2024-03-24,239722 km
10700,GEELY MU-X,1059270.62,AutoDeal,2024-03-03,"194,980 KM"
10701,FOTON MIRAGE SPORT URGENT,$1178019.50,Toyota Certified Pre-Owned,2024-03-28,7944 km
